granice	,granica	,subst:pl:nom:f	,X	,L
",	",",	",interp	,	,
przekraczane	,przekraczać	,ppas:pl:nom:f:imperf:aff	,	,
przez	,przez	,prep:acc:nwok	,	,
turystów	,turysta	,subst:pl:acc:m1	,	,
poza	,poza	,prep:inst	,	,
obszarem	,obszar	,subst:sg:inst:m3	,	,
dawnych	,dawny	,adj:pl:gen:n:pos	,X	,
przejść	,przejście	,subst:pl:gen:n:ncol	,X	,
granicznych	,graniczny	,adj:pl:gen:n:pos	,	,
.	,.	,interp	,	,
&,,,,
Jakąż	,jakiż	,adj:sg:acc:f:pos	,,
satysfakcję	,satysfakcja	,subst:sg:acc:f	,,
może	,móc	,fin:sg:ter:imperf	,	,
dać	,dać	,inf:perf	,	,
człowiekowi	,człowiek	,subst:sg:dat:m1	,	,
przykładanie	,przykładać	,ger:sg:acc:n:imperf:aff	,	,
swoich	,swój	,adj:pl:gen:n:pos	,X	,L
ust	,usta	,subst:pl:gen:n:pt	,X	,L
",	",",	",interp	,	,
powtarzam	,powtarzać	,fin:sg:pri:imperf	,	,
",	",",	",interp	,	,
do	,do	,prep:gen	,	,
umalowanego	,umalować	,ppas:sg:gen:m3:perf:aff	,X	,L
otworu	,otwór	,subst:sg:gen:m3	,X	,L
gębowego	,gębowy	,adj:sg:gen:m3:pos	,,
istot	,istota	,subst:pl:gen:f	,,
o	,o	,prep:loc	,	,
kurzym	,kurzy	,adj:sg:loc:m3:pos	,X	,M
móżdżku	,móżdżek	,subst:sg:loc:m3	,X	,M
",	",",	",interp	,	,
o	,o	,prep:loc	,	,
instynktach	,instynkt	,subst:pl:loc:m3	,	,
zwierzęcych	,zwierzęcy	,adj:pl:loc:m3:pos	,	,
",	",",	",interp	,	,
wyzutych	,wyzuć	,ppas:pl:gen:m3:perf:aff	,	,
z	,z	,prep:gen:nwok	,	,
sumienia	,sumienie	,subst:sg:gen:n:ncol	,	,
!	,!	,interp	,	,
&,,,,
Była	,być	,praet:sg:f:imperf	,	,
m	,być	,aglt:sg:pri:imperf:nwok	,	,
zbyt	,zbyt	,adv	,	,
zajęta	,zająć	,ppas:sg:nom:f:perf:aff	,X	,L
rozważaniem	,rozważanie	,subst:sg:inst:n:ncol	,X	,L
",	",",	",interp	,	,
czy	,czy	,qub	,	,
obrazić	,obrazić	,inf:perf	,	,
się	,się	,qub	,	,
za	,za	,prep:acc	,	,
nazwanie	,nazwać	,ger:sg:acc:n:perf:aff	,	,
mnie	,ja	,ppron12:sg:gen:m1:pri:akc	,	,
kurzym	,kurzy	,adj:sg:inst:m3:pos	,X	,M
móżdżkiem	,móżdżek	,subst:sg:inst:m3	,X	,M
",	",",	",interp	,	,
żeby	,żeby	,comp	,	,
zwracać	,zwracać	,inf:imperf	,	,
uwagę	,uwaga	,subst:sg:acc:f	,	,
na	,na	,prep:acc	,	,
jego	,on	,ppron3:sg:gen:m1:ter:akc:npraep	,	,
ekspresyjny	,ekspresyjny	,adj:sg:acc:m3:pos	,X	,L
taniec	,taniec	,subst:sg:acc:m3	,X	,L
.	,.	,interp	,	,
&,,,,
Tradycja	,tradycja	,subst:sg:nom:f	,	,
klapek	,klapka	,subst:pl:gen:f	,	,
na	,na	,prep:loc	,	,
oczach	,oko	,subst:pl:loc:n:col	,	,
i	,i	,conj	,	,
hodowania	,hodować	,ger:sg:gen:n:imperf:aff	,	,
kurzych	,kurzy	,adj:pl:gen:m3:pos	,X	,M
móżdżków	,móżdżek	,subst:pl:gen:m3	,X	,M
szlacheckich	,szlachecki	,adj:pl:gen:m3:pos	,	,
zakończyła	,zakończyć	,praet:sg:f:perf	,	,
się	,się	,qub	,	,
trzema	,trzy	,num:pl:inst:m3:congr:ncol	,	,
rozbiorami	,rozbiór	,subst:pl:inst:m3	,	,
i	,i	,conj	,	,
niewolą	,niewola	,subst:sg:inst:f	,	,
123-letnią	,123-letni	,adj:sg:inst:f:pos	,	,
.	,.	,interp	,	,
&,,,,
Obejrzeli	,obejrzeć	,praet:pl:m1:perf	,	,
śmy	,być	,aglt:pl:pri:imperf:nwok	,	,
popisy	,popis	,subst:pl:acc:m3	,	,
mizoginizmu	,mizoginizm	,subst:sg:gen:m3	,	,
satyryków	,satyryk	,subst:pl:gen:m1	,	,
płci	,płeć	,subst:sg:gen:f	,	,
męskiej	,męski	,adj:sg:gen:f:pos	,	,
",	",",	",interp	,	,
którzy	,który	,adj:pl:nom:m1:pos	,	,
wyśmiewali	,wyśmiewać	,praet:pl:m1:imperf	,	,
kaczy	,kaczy	,adj:sg:acc:m3:pos	,X	,M
chód	,chód	,subst:sg:acc:m3	,X	,M
i	,i	,conj	,	,
kurzy	,kurzy	,adj:sg:acc:m3:pos	,X	,M
móżdżek	,móżdżek	,subst:sg:acc:m3	,X	,M
kuzyneczki	,kuzyneczka	,subst:sg:gen:f	,	,
z	,z	,prep:gen:nwok	,	,
Anglii	,Anglia	,subst:sg:gen:f	,	,
i	,i	,conj	,	,
głupotę	,głupota	,subst:sg:acc:f	,	,
tumana	,tuman	,subst:sg:gen:m1	,	,
"""	","""	",interp	,	,
po	,po	,prep:loc	,	,
matce	,matka	,subst:sg:loc:f	,	,
"""	","""	",interp	,	,
.	,.	,interp	,	,
&,,,,
Jedni	,jeden	,adj:pl:nom:m1:pos	,	,
wciąż	,wciąż	,adv	,	,
mówili	,mówić	,praet:pl:m1:imperf	,	,
o	,o	,prep:loc	,	,
kurzym	,kurzy	,adj:sg:loc:m3:pos	,X	,M
móżdżku	,móżdżek	,subst:sg:loc:m3	,X	,M
",	",",	",interp	,	,
inni	,inny	,adj:pl:nom:m1:pos	,	,
-	,-	,interp	,	,
o	,o	,prep:loc	,	,
wyrafinowanym	,wyrafinowany	,adj:sg:loc:m3:pos	,	,
",	",",	",interp	,	,
przenikliwym	,przenikliwy	,adj:sg:loc:m3:pos	,X	,L
umyśle	,umysł	,subst:sg:loc:m3	,X	,L
",	",",	",interp	,	,
łączącym	,łączyć	,pact:sg:inst:m3:imperf:aff	,	,
mafijną	,mafijny	,adj:sg:acc:f:pos	,X	,L
tradycję	,tradycja	,subst:sg:acc:f	,X	,L
z	,z	,prep:inst:nwok	,	,
nowymi	,nowy	,adj:pl:inst:n:pos	,X	,L
realiami	,realia	,subst:pl:inst:n:pt	,X	,L
",	",",	",interp	,	,
przemoc	,przemoc	,subst:sg:nom:f	,	,
z	,z	,prep:inst:nwok	,	,
mediacją	,mediacja	,subst:sg:inst:f	,	,
.	,.	,interp	,	,
&,,,,
Gdzieś	,gdzieś	,adv	,	,
nad	,nad	,prep:inst:nwok	,	,
naszymi	,nasz	,adj:pl:inst:f:pos	,X	,L
głowami	,głowa	,subst:pl:inst:f	,X	,L
unosiła	,unosić	,praet:sg:f:perf	,	,
się	,się	,qub	,	,
ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
",	",",	",interp	,	,
wywołana	,wywołać	,ppas:sg:nom:f:perf:aff	,X	,L
nagraniami	,nagranie	,subst:pl:inst:n:ncol	,X	,L
.	,.	,interp	,	,
&,,,,
Ciężkiej	,ciężki	,adj:sg:gen:f:pos	,X	,M
atmosfery	,atmosfera	,subst:sg:gen:f	,X	,M
piwiarni	,piwiarnia	,subst:sg:gen:f	,	,
nie	,nie	,qub	,	,
poprawiały	,poprawiać	,praet:pl:m3:imperf	,	,
nieliczne	,nieliczny	,adj:pl:nom:m3:pos	,X	,L
podmuchy	,podmuch	,subst:pl:nom:m3	,X	,L
chłodnego	,chłodny	,adj:sg:gen:n:pos	,X	,L
powietrza	,powietrze	,subst:sg:gen:n:ncol	,X	,L
nocy	,noc	,subst:sg:gen:f	,	,
",	",",	",interp	,	,
kiedy	,kiedy	,adv	,	,
otwierały	,otwierać	,praet:pl:n:imperf	,	,
się	,się	,qub	,	,
drzwi	,drzwi	,subst:pl:nom:n:pt	,	,
wpuszczające	,wpuszczać	,pact:sg:nom:n:imperf:aff	,	,
nowych	,nowy	,adj:pl:acc:m1:pos	,X	,L
klientów	,klient	,subst:pl:acc:m1	,X	,L
.	,.	,interp	,	,
&,,,,
Ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
niepewności	,niepewność	,subst:sg:gen:f	,	,
panowała	,panować	,praet:sg:f:imperf	,	,
we	,w	,prep:loc:wok	,	,
wszystkich	,wszystek	,adj:pl:loc:n:pos	,X	,M
wgłębieniach	,wgłębienie	,subst:pl:loc:n:ncol	,X	,M
.	,.	,interp	,	,
&,,,,
Jednak	,jednak	,conj	,	,
i	,i	,qub	,	,
on	,on	,ppron3:sg:nom:m1:ter:akc:npraep	,	,
odczuł	,odczuć	,praet:sg:m1:perf	,	,
ciężką	,ciężki	,adj:sg:acc:f:pos	,X	,M
atmosferę	,atmosfera	,subst:sg:acc:f	,X	,M
domu	,dom	,subst:sg:gen:m3	,	,
",	",",	",interp	,	,
lecz	,lecz	,conj	,	,
obwiniał	,obwiniać	,praet:sg:m1:imperf	,	,
o	,o	,prep:acc	,	,
nią	,on	,ppron3:sg:acc:f:ter:akc:praep	,	,
nie	,nie	,qub	,	,
zgorzkniałą	,zgorzkniały	,adj:sg:acc:f:pos	,X	,M
siostrę	,siostra	,subst:sg:acc:f	,X	,M
i	,i	,conj	,	,
nie	,nie	,qub	,	,
władczą	,władczy	,adj:sg:acc:f:pos	,X	,L
Józefę	,Józefa	,subst:sg:acc:f	,X	,L
",	",",	",interp	,	,
ale	,ale	,conj	,	,
właśnie	,właśnie	,adv	,	,
Urszulę	,Urszula	,subst:sg:acc:f	,	,
.	,.	,interp	,	,
&,,,,
Oczywiście	,oczywiście	,adv:pos	,	,
męczy	,męczyć	,fin:sg:ter:imperf	,	,
mnie	,ja	,ppron12:sg:acc:f:pri:akc	,	,
ta	,ten	,adj:sg:nom:f:pos	,	,
ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
i	,i	,conj	,	,
klimat	,klimat	,subst:sg:nom:m3	,	,
nieżyczliwości	,nieżyczliwość	,subst:sg:gen:f	,	,
",	",",	",interp	,	,
roztaczany	,roztaczać	,ppas:sg:nom:m3:imperf:aff	,	,
przez	,przez	,prep:acc:nwok	,	,
nich	,on	,ppron3:pl:acc:m1:ter:akc:praep	,	,
.	,.	,interp	,	,
&,,,,
Nad	,nad	,prep:inst:nwok	,	,
budynkiem	,budynek	,subst:sg:inst:m3	,	,
Sejmu	,sejm	,subst:sg:gen:m3	,	,
wisiała	,wisieć	,praet:sg:f:imperf	,	,
ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
wyczekiwania	,wyczekiwać	,ger:sg:gen:n:imperf:aff	,	,
i	,i	,conj	,	,
niepokoju	,niepokój	,subst:sg:gen:m3	,	,
.	,.	,interp	,	,
&,,,,
Chcieli	,chcieć	,praet:pl:m1:imperf	,	,
by	,by	,qub	,	,
śmy	,być	,aglt:pl:pri:imperf:nwok	,	,
też	,też	,qub	,	,
",	",",	",interp	,	,
by	,by	,comp	,	,
te	,ten	,adj:pl:nom:n:pos	,	,
nasze	,nasz	,adj:pl:nom:n:pos	,X	,M
dzieci	,dziecko	,subst:pl:nom:n:col	,X	,M
zapomniały	,zapomnieć	,praet:pl:n:perf	,	,
o	,o	,prep:loc	,	,
wojnie	,wojna	,subst:sg:loc:f	,	,
",	",",	",interp	,	,
odetchnęły	,odetchnąć	,praet:pl:n:perf	,	,
od	,od	,prep:gen:nwok	,	,
ciężkiej	,ciężki	,adj:sg:gen:f:pos	,X	,M
atmosfery	,atmosfera	,subst:sg:gen:f	,X	,M
",	",",	",interp	,	,
jaka	,jaki	,adj:sg:nom:f:pos	,	,
panuje	,panować	,fin:sg:ter:imperf	,	,
u	,u	,prep:gen	,	,
nas	,my	,ppron12:pl:gen:m1:pri	,	,
w	,w	,prep:loc:nwok	,	,
Izraelu	,Izrael	,subst:sg:loc:m3	,	,
.	,.	,interp	,	,
&,,,,
Do	,do	,prep:gen	,	,
tego	,to	,subst:sg:gen:n:ncol	,	,
dochodzi	,dochodzić	,fin:sg:ter:imperf	,	,
nieobecność	,nieobecność	,subst:sg:nom:f	,	,
rodziców	,rodzice	,subst:pl:gen:m1:pt	,	,
",	",",	",interp	,	,
którzy	,który	,adj:pl:nom:m1:pos	,	,
cały	,cały	,adj:sg:acc:m3:pos	,X	,M
dzień	,dzień	,subst:sg:acc:m3	,X	,M
pracują	,pracować	,fin:pl:ter:imperf	,	,
",	",",	",interp	,	,
aby	,aby	,comp	,	,
uzbierać	,uzbierać	,inf:perf	,	,
na	,na	,prep:acc	,	,
czesne	,czesny	,adj:sg:acc:n:pos	,	,
",	",",	",interp	,	,
ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
w	,w	,prep:loc:nwok	,	,
domu	,dom	,subst:sg:loc:m3	,	,
",	",",	",interp	,	,
gdzie	,gdzie	,adv	,	,
stale	,stale	,adv:pos	,	,
nerwowo	,nerwowo	,adv:pos	,	,
liczy	,liczyć	,fin:sg:ter:imperf	,	,
się	,się	,qub	,	,
",	",",	",interp	,	,
czy	,czy	,qub	,	,
starczy	,starczyć	,fin:sg:ter:perf	,	,
do	,do	,prep:gen	,	,
pierwszego	,pierwszy	,adj:sg:gen:m3:pos	,	,
",	",",	",interp	,	,
kompleks	,kompleks	,subst:sg:nom:m3	,	,
niższości	,niższość	,subst:sg:gen:f	,	,
lub	,lub	,conj	,	,
zazdrość	,zazdrość	,subst:sg:nom:f	,	,
wobec	,wobec	,prep:gen	,	,
zamożniejszych	,zamożny	,adj:pl:gen:m1:com	,X	,L
kolegów	,kolega	,subst:pl:gen:m1	,X	,L
.	,.	,interp	,	,
&,,,,
Dzięki	,dzięki	,prep:dat	,	,
temu	,to	,subst:sg:dat:n:ncol	,	,
organizatorzy	,organizator	,subst:pl:nom:m1	,	,
uniknęli	,uniknąć	,praet:pl:m1:perf	,	,
ciężkiej	,ciężki	,adj:sg:gen:f:pos	,X	,M
atmosfery	,atmosfera	,subst:sg:gen:f	,X	,M
",	",",	",interp	,	,
a	,a	,conj	,	,
uczestnikom	,uczestnik	,subst:pl:dat:m1	,	,
zabawy	,zabawa	,subst:sg:gen:f	,	,
nawet	,nawet	,qub	,	,
przy	,przy	,prep:loc	,	,
najtrudniejszych	,trudny	,adj:pl:loc:n:sup	,X	,L
zadaniach	,zadanie	,subst:pl:loc:n:ncol	,X	,L
dopisywały	,dopisywać	,praet:pl:m3:imperf	,	,
humory	,humor	,subst:pl:nom:m3	,	,
.	,.	,interp	,	,
&,,,,
Gdy	,gdy	,comp	,	,
w	,w	,prep:acc:nwok	,	,
rok	,rok	,subst:sg:acc:m3	,	,
później	,późno	,adv:com	,	,
odwiedziła	,odwiedzić	,praet:sg:f:perf	,	,
m	,być	,aglt:sg:pri:imperf:nwok	,	,
moich	,mój	,adj:pl:acc:m1:pos	,	,
byłych	,były	,adj:pl:acc:m1:pos	,X	,L
sąsiadów	,sąsiad	,subst:pl:acc:m1	,X	,L
",	",",	",interp	,	,
w	,w	,prep:loc:nwok	,	,
domu	,dom	,subst:sg:loc:m3	,	,
panowała	,panować	,praet:sg:f:imperf	,	,
ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
:	,:	,interp	,	,
ci	,ten	,adj:pl:nom:m1:pos	,	,
z	,z	,prep:gen:nwok	,	,
parteru	,parter	,subst:sg:gen:m3	,	,
skarżyli	,skarżyć	,praet:pl:m1:imperf	,	,
się	,się	,qub	,	,
na	,na	,prep:acc	,	,
dziecięce	,dziecięcy	,adj:pl:acc:m3:pos	,X	,L
hałasy	,hałas	,subst:pl:acc:m3	,X	,L
oraz	,oraz	,conj	,	,
tabuny	,tabun	,subst:pl:acc:m3	,	,
krewnych	,krewny	,subst:pl:gen:m1	,	,
biegających	,biegać	,pact:pl:gen:m1:imperf:aff	,	,
po	,po	,prep:loc	,	,
schodach	,schody	,subst:pl:loc:n:pt	,	,
;	,;	,interp	,	,
Hausmeister	,Hausmeister	,ign	,	,
",	",",	",interp	,	,
czyli	,czyli	,conj	,	,
gospodarz	,gospodarz	,subst:sg:nom:m1	,	,
-	,-	,interp	,	,
że	,że	,comp	,	,
przed	,przed	,prep:inst:nwok	,	,
drzwiami	,drzwi	,subst:pl:inst:n:pt	,	,
stoją	,stać	,fin:pl:ter:imperf	,	,
kilometry	,kilometr	,subst:pl:nom:m3	,	,
butów	,but	,subst:pl:gen:m3	,	,
i	,i	,conj	,	,
rowerków	,rowerek	,subst:pl:gen:m3	,	,
",	",",	",interp	,	,
choć	,choć	,comp	,	,
wewnętrzny	,wewnętrzny	,adj:sg:nom:m3:pos	,X	,M
regulamin	,regulamin	,subst:sg:nom:m3	,X	,M
tego	,to	,subst:sg:gen:n:ncol	,	,
stanowczo	,stanowczo	,adv:pos	,	,
zabrania	,zabraniać	,fin:sg:ter:imperf	,	,
;	,;	,interp	,	,
sąsiedzi	,sąsiad	,subst:pl:nom:m1	,	,
z	,z	,prep:gen:nwok	,	,
drugiego	,drugi	,adj:sg:gen:n:pos	,X	,L
piętra	,piętro	,subst:sg:gen:n:ncol	,X	,L
dostawali	,dostawać	,praet:pl:m1:imperf	,	,
szału	,szał	,subst:sg:gen:m3	,	,
od	,od	,prep:gen:nwok	,	,
głośnej	,głośny	,adj:sg:gen:f:pos	,	,
tureckiej	,turecki	,adj:sg:gen:f:pos	,X	,L
muzyki	,muzyka	,subst:sg:gen:f	,X	,L
.	,.	,interp	,	,
&,,,,
Nie	,nie	,qub	,	,
było	,być	,praet:sg:n:imperf	,	,
kompletu	,komplet	,subst:sg:gen:m3	,	,
na	,na	,prep:loc	,	,
trybunach	,trybuna	,subst:pl:loc:f	,	,
",	",",	",interp	,	,
ale	,ale	,conj	,	,
te	,ten	,adj:pl:nom:m3:pos	,	,
kilkanaście	,kilkanaście	,num:pl:nom:m3:rec:ncol	,	,
tysięcy	,tysiąc	,subst:pl:gen:m3	,	,
ludzi	,człowiek	,subst:pl:gen:m1	,	,
potrafi	,potrafić	,fin:sg:ter:imperf	,	,
wytworzyć	,wytworzyć	,inf:perf	,	,
ciężką	,ciężki	,adj:sg:acc:f:pos	,X	,M
atmosferę	,atmosfera	,subst:sg:acc:f	,X	,M
.	,.	,interp	,	,
&,,,,
Oczywiście	,oczywiście	,adv:pos	,	,
męczy	,męczyć	,fin:sg:ter:imperf	,	,
mnie	,ja	,ppron12:sg:acc:f:pri:akc	,	,
ta	,ten	,adj:sg:nom:f:pos	,	,
ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
i	,i	,conj	,	,
klimat	,klimat	,subst:sg:nom:m3	,	,
nieżyczliwości	,nieżyczliwość	,subst:sg:gen:f	,	,
",	",",	",interp	,	,
roztaczany	,roztaczać	,ppas:sg:nom:m3:imperf:aff	,	,
przez	,przez	,prep:acc:nwok	,	,
nich	,on	,ppron3:pl:acc:m1:ter:akc:praep	,	,
.	,.	,interp	,	,
&,,,,
W	,w	,prep:loc:nwok	,	,
zakładzie	,zakład	,subst:sg:loc:m3	,	,
panuje	,panować	,fin:sg:ter:imperf	,	,
ciężka	,ciężki	,adj:sg:nom:f:pos	,X	,M
atmosfera	,atmosfera	,subst:sg:nom:f	,X	,M
przygnębienia	,przygnębienie	,subst:sg:gen:n:ncol	,	,
.	,.	,interp	,	,
&,,,,
A	,a	,conj	,	,
jakiż	,jakiż	,adj:sg:nom:m3:pos	,	,
to	,to	,comp	,	,
polityk	,polityk	,subst:sg:nom:m1	,	,
wywiesza	,wywieszać	,fin:sg:ter:imperf	,	,
białą	,biały	,adj:sg:acc:f:pos	,X	,M
flagę	,flaga	,subst:sg:acc:f	,X	,M
",	",",	",interp	,	,
jak	,jak	,adv:pos	,	,
ma	,mieć	,fin:sg:ter:imperf	,	,
w	,w	,prep:loc:nwok	,	,
swoim	,swój	,adj:sg:loc:m3:pos	,X	,M
ręku	,ręka	,subst:sg:loc:m3	,X	,M
wojsko	,wojsko	,subst:sg:acc:n:ncol	,	,
",	",",	",interp	,	,
policję	,policja	,subst:sg:acc:f	,	,
",	",",	",interp	,	,
kadrę	,kadra	,subst:sg:acc:f	,	,
przemysłową	,przemysłowy	,adj:sg:acc:f:pos	,	,
.	,.	,interp	,	,
.	,.	,interp	,	,
.	,.	,interp	,	,
póki	,póki	,comp	,	,
jeszcze	,jeszcze	,qub	,	,
mogła	,móc	,praet:sg:f:imperf	,	,
funkcjonować	,funkcjonować	,inf:imperf	,	,
.	,.	,interp	,	,
&,,,,
Ale	,ale	,conj	,	,
chociaż	,chociaż	,qub	,	,
białe	,biały	,adj:pl:nom:f:pos	,X	,L
flagi	,flaga	,subst:pl:nom:f	,X	,L
w	,w	,prep:loc:nwok	,	,
większości	,większość	,subst:sg:loc:f	,	,
domów	,dom	,subst:pl:gen:m3	,	,
czekały	,czekać	,praet:pl:f:imperf	,	,
już	,już	,qub	,	,
przygotowane	,przygotować	,ppas:pl:nom:f:perf:aff	,	,
na	,na	,prep:acc	,	,
zwycięzców	,zwycięzca	,subst:pl:acc:m1	,	,
",	",",	",interp	,	,
chociaż	,chociaż	,comp	,	,
gdzieniegdzie	,gdzieniegdzie	,adv	,	,
pozdejmowano	,pozdejmować	,imps:perf	,	,
portrety	,portret	,subst:pl:acc:m3	,	,
wodza	,wódz	,subst:sg:gen:m1	,	,
i	,i	,conj	,	,
usunięto	,usunąć	,imps:perf	,	,
z	,z	,prep:gen:nwok	,	,
widocznych	,widoczny	,adj:pl:gen:n:pos	,X	,L
miejsc	,miejsce	,subst:pl:gen:n:ncol	,X	,L
ozdobne	,ozdobny	,adj:sg:acc:n:pos	,X	,L
wydanie	,wydanie	,subst:sg:acc:n:ncol	,X	,L
"""	","""	",interp	,	,
Mein	,Mein	,ign	,	,
Kampf	,Kampf	,ign	,	,
"""	","""	",interp	,	,
",	",",	",interp	,	,
chociaż	,chociaż	,comp	,	,
od	,od	,prep:gen:nwok	,	,
zachodu	,zachód	,subst:sg:gen:m3	,	,
słychać	,słychać	,pred	,	,
było	,być	,praet:sg:n:imperf	,	,
podobny	,podobny	,adj:sg:acc:m3:pos	,	,
do	,do	,prep:gen	,	,
jednostajnego	,jednostajny	,adj:sg:gen:n:pos	,X	,L
brzęczenia	,brzęczyć	,ger:sg:gen:n:imperf:aff	,X	,L
trzmiela	,trzmiel	,subst:sg:gen:m2	,	,
łomot	,łomot	,subst:sg:acc:m3	,	,
strzałów	,strzał	,subst:pl:gen:m3	,	,
i	,i	,conj	,	,
wybuchów	,wybuch	,subst:pl:gen:m3	,	,
",	",",	",interp	,	,
w	,w	,prep:loc:nwok	,	,
tym	,ten	,adj:sg:loc:n:pos	,	,
niewielkim	,niewielki	,adj:sg:loc:n:pos	,X	,L
mieście	,miasto	,subst:sg:loc:n:ncol	,X	,L
zachodnich	,zachodni	,adj:pl:gen:f:pos	,X	,L
Niemiec	,Niemiec	,subst:pl:gen:f	,X	,L
nadal	,nadal	,adv	,	,
trwały	,trwać	,praet:pl:f:imperf	,	,
instytucje	,instytucja	,subst:pl:nom:f	,	,
powołane	,powołać	,ppas:pl:nom:f:perf:aff	,	,
przez	,przez	,prep:acc:nwok	,	,
dogorywający	,dogorywać	,pact:sg:acc:m3:imperf:aff	,	,
reżim	,reżim	,subst:sg:acc:m3	,	,
.	,.	,interp	,	,
&,,,,
Ale	,ale	,conj	,	,
wywieszenie	,wywiesić	,ger:sg:nom:n:perf:aff	,	,
białej	,biały	,adj:sg:gen:f:pos	,X	,M
flagi	,flaga	,subst:sg:gen:f	,X	,M
oraz	,oraz	,conj	,	,
inne	,inny	,adj:pl:nom:m3:pos	,X	,L
sygnały	,sygnał	,subst:pl:nom:m3	,X	,L
ze	,z	,prep:gen:wok	,	,
statku	,statek	,subst:sg:gen:m3	,	,
były	,być	,praet:pl:f:imperf	,	,
przez	,przez	,prep:acc:nwok	,	,
napastników	,napastnik	,subst:pl:acc:m1	,	,
zupełnie	,zupełnie	,adv:pos	,	,
ignorowane	,ignorować	,ppas:pl:acc:m2:imperf:aff	,	,
.	,.	,interp	,	,
&,,,,
Argumenty	,argument	,subst:pl:nom:m3	,	,
Kolumba	,Kolumb	,subst:sg:gen:m1	,	,
",	",",	",interp	,	,
te	,ten	,adj:pl:nom:m3:pos	,	,
odwołujące	,odwoływać	,pact:pl:nom:m3:imperf:aff	,	,
się	,się	,qub	,	,
do	,do	,prep:gen	,	,
zdrowego	,zdrowy	,adj:sg:gen:m3:pos	,X	,M
rozsądku	,rozsądek	,subst:sg:gen:m3	,X	,M
",	",",	",interp	,	,
jak	,jak	,conj	,	,
i	,i	,conj	,	,
te	,ten	,adj:pl:acc:n:pos	,	,
skierowane	,skierować	,ppas:pl:acc:n:perf:aff	,	,
do	,do	,prep:gen	,	,
uczuć	,uczucie	,subst:pl:gen:n:ncol	,	,
",	",",	",interp	,	,
wywieszały	,wywieszać	,praet:pl:n:imperf	,	,
białą	,biały	,adj:sg:acc:f:pos	,X	,M
flagę	,flaga	,subst:sg:acc:f	,X	,M
.	,.	,interp	,	,
&,,,,
Czy	,czy	,qub	,	,
to	,to	,pred	,	,
świadome	,świadomy	,adj:sg:nom:n:pos	,X	,L
zagranie	,zagranie	,subst:sg:nom:n:ncol	,X	,L
",	",",	",interp	,	,
czy	,czy	,qub	,	,
tez	,teza	,subst:pl:gen:f	,	,
twórcze	,twórczy	,adj:pl:nom:f:pos	,	,
"""	","""	",interp	,	,
wywieszenie	,wywiesić	,ger:sg:nom:n:perf:aff	,	,
białej	,biały	,adj:sg:gen:f:pos	,X	,M
flagi	,flaga	,subst:sg:gen:f	,X	,M
"""	","""	",interp	,	,
?	,?	,interp	,	,
&,,,,
Dzień	,dzień	,subst:sg:acc:m3	,	,
",	",",	",interp	,	,
kiedy	,kiedy	,adv	,	,
na	,na	,prep:loc	,	,
kwadratowej	,kwadratowy	,adj:sg:loc:f:pos	,X	,L
wieży	,wieża	,subst:sg:loc:f	,X	,L
dowództwa	,dowództwo	,subst:sg:gen:n:ncol	,	,
twierdzy	,twierdza	,subst:sg:gen:f	,	,
Modlin	,Modlin	,subst:sg:nom:m3	,	,
",	",",	",interp	,	,
widocznej	,widoczny	,adj:sg:gen:f:pos	,	,
doskonale	,doskonale	,adv:pos	,	,
z	,z	,prep:gen:nwok	,	,
Kazunia	,Kazuń	,subst:sg:gen:m1	,	,
",	",",	",interp	,	,
zawisła	,zawisły	,adj:sg:nom:f:pos	,	,
biała	,biały	,adj:sg:nom:f:pos	,X	,L
flaga	,flaga	,subst:sg:nom:f	,X	,L
",	",",	",interp	,	,
pozostanie	,pozostać	,fin:sg:ter:perf	,	,
na	,na	,prep:acc	,	,
zawsze	,zawsze	,adv	,	,
w	,w	,prep:loc:nwok	,	,
pamięci	,pamięć	,subst:sg:loc:f	,	,
.	,.	,interp	,	,
&,,,,
Lekarze	,lekarz	,subst:pl:nom:m1	,	,
ci	,ten	,adj:pl:nom:m1:pos	,	,
",	",",	",interp	,	,
domagają	,domagać	,fin:pl:ter:imperf	,	,
się	,się	,qub	,	,
właściwie	,właściwie	,adv:pos	,	,
",	",",	",interp	,	,
aby	,aby	,comp	,	,
państwo	,państwo	,subst:sg:nom:n:ncol	,	,
polskie	,polski	,adj:sg:nom:n:pos	,	,
wywiesiło	,wywiesić	,praet:sg:n:perf	,	,
białą	,biały	,adj:sg:acc:f:pos	,X	,M
flagę	,flaga	,subst:sg:acc:f	,X	,M
i	,i	,conj	,	,
